TC-ID,軸,REQ-ID,前提の状態,操作,期待する結果,判定のしかた,自動か手動か,実測,証跡,判定
TC-0789,K 端末と表示,REQ-040..055,画面=オンボ SCR-11d,幅 320 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0790,K 端末と表示,REQ-040..055,画面=オンボ SCR-11d,幅 402 (標準) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0791,K 端末と表示,REQ-040..055,画面=オンボ SCR-11d,幅 430/768 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0792,K 端末と表示,REQ-040..055,画面=オンボ SCR-11d,文字を最大 (200%) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0793,K 端末と表示,REQ-040..055,画面=オンボ SCR-11d,明るい表示と暗い表示 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0794,L 使いやすさ,REQ-049 ほか,画面=ゲストホーム,読み上げで意味が通る (aria/role/alt),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0795,L 使いやすさ,REQ-049 ほか,画面=ゲストホーム,色だけに頼っていない,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0796,L 使いやすさ,REQ-049 ほか,画面=ゲストホーム,押せる範囲 44px 以上,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0797,L 使いやすさ,REQ-049 ほか,画面=ゲストホーム,キーボードだけで進める,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0798,L 使いやすさ,REQ-049 ほか,画面=ゲストホーム,焦点の行き先 (開いた時・閉じた時),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0799,L 使いやすさ,REQ-049 ほか,画面=ライブラリ (帯),読み上げで意味が通る (aria/role/alt),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0800,L 使いやすさ,REQ-049 ほか,画面=ライブラリ (帯),色だけに頼っていない,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0801,L 使いやすさ,REQ-049 ほか,画面=ライブラリ (帯),押せる範囲 44px 以上,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0802,L 使いやすさ,REQ-049 ほか,画面=ライブラリ (帯),キーボードだけで進める,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0803,L 使いやすさ,REQ-049 ほか,画面=ライブラリ (帯),焦点の行き先 (開いた時・閉じた時),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0804,L 使いやすさ,REQ-049 ほか,画面=曲詳細のゲート,読み上げで意味が通る (aria/role/alt),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0805,L 使いやすさ,REQ-049 ほか,画面=曲詳細のゲート,色だけに頼っていない,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0806,L 使いやすさ,REQ-049 ほか,画面=曲詳細のゲート,押せる範囲 44px 以上,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0807,L 使いやすさ,REQ-049 ほか,画面=曲詳細のゲート,キーボードだけで進める,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0808,L 使いやすさ,REQ-049 ほか,画面=曲詳細のゲート,焦点の行き先 (開いた時・閉じた時),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0809,L 使いやすさ,REQ-049 ほか,画面=/start,読み上げで意味が通る (aria/role/alt),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0810,L 使いやすさ,REQ-049 ほか,画面=/start,色だけに頼っていない,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0811,L 使いやすさ,REQ-049 ほか,画面=/start,押せる範囲 44px 以上,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0812,L 使いやすさ,REQ-049 ほか,画面=/start,キーボードだけで進める,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0813,L 使いやすさ,REQ-049 ほか,画面=/start,焦点の行き先 (開いた時・閉じた時),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0814,L 使いやすさ,REQ-049 ほか,画面=/login,読み上げで意味が通る (aria/role/alt),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0815,L 使いやすさ,REQ-049 ほか,画面=/login,色だけに頼っていない,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0816,L 使いやすさ,REQ-049 ほか,画面=/login,押せる範囲 44px 以上,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0817,L 使いやすさ,REQ-049 ほか,画面=/login,キーボードだけで進める,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0818,L 使いやすさ,REQ-049 ほか,画面=/login,焦点の行き先 (開いた時・閉じた時),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0819,L 使いやすさ,REQ-049 ほか,画面=設定のプランカード,読み上げで意味が通る (aria/role/alt),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0820,L 使いやすさ,REQ-049 ほか,画面=設定のプランカード,色だけに頼っていない,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0821,L 使いやすさ,REQ-049 ほか,画面=設定のプランカード,押せる範囲 44px 以上,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0822,L 使いやすさ,REQ-049 ほか,画面=設定のプランカード,キーボードだけで進める,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0823,L 使いやすさ,REQ-049 ほか,画面=設定のプランカード,焦点の行き先 (開いた時・閉じた時),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0824,L 使いやすさ,REQ-049 ほか,画面=オンボ SCR-02b,読み上げで意味が通る (aria/role/alt),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0825,L 使いやすさ,REQ-049 ほか,画面=オンボ SCR-02b,色だけに頼っていない,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0826,L 使いやすさ,REQ-049 ほか,画面=オンボ SCR-02b,押せる範囲 44px 以上,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0827,L 使いやすさ,REQ-049 ほか,画面=オンボ SCR-02b,キーボードだけで進める,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0828,L 使いやすさ,REQ-049 ほか,画面=オンボ SCR-02b,焦点の行き先 (開いた時・閉じた時),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0829,L 使いやすさ,REQ-049 ほか,画面=オンボ SCR-11d,読み上げで意味が通る (aria/role/alt),満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0830,L 使いやすさ,REQ-049 ほか,画面=オンボ SCR-11d,色だけに頼っていない,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0831,L 使いやすさ,REQ-049 ほか,画面=オンボ SCR-11d,押せる範囲 44px 以上,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
TC-0832,L 使いやすさ,REQ-049 ほか,画面=オンボ SCR-11d,キーボードだけで進める,満たす。満たさなければ S3,playwright (axe 相当の DOM 検査) + 読解,半自動,aria-modal・role=dialog (GateSheet)・44px のボタン (CSS)・Escape で閉じる,"読解: GateSheet.tsx, start.module.css",読解
